Location,Count Date,Day,24 Hr. Total Vol.
CALLITA STREET W/O ROSEMEAD BOULEVARD,04/27/2012 12:00:00 AM,Fri,556
CALLITA STREET W/O ROSEMEAD BOULEVARD,04/26/2012 12:00:00 AM,Thur,540
CALMADA AVENUE N/O ACAPULCO DRIVE,06/20/2010 12:00:00 AM,Sun,1042
CALMADA AVENUE N/O ACAPULCO DRIVE,06/19/2010 12:00:00 AM,Sat,1255
CALMADA AVENUE N/O ACAPULCO DRIVE,06/18/2010 12:00:00 AM,Fri,1396
CALMADA AVENUE N/O ACAPULCO DRIVE,06/17/2010 12:00:00 AM,Thur,1226
CALMADA AVENUE N/O ACAPULCO DRIVE,06/06/2010 12:00:00 AM,Sun,1414
CALMADA AVENUE N/O ACAPULCO DRIVE,06/05/2010 12:00:00 AM,Sat,1651
CALMADA AVENUE N/O ACAPULCO DRIVE,06/03/2010 12:00:00 AM,Thur,1760
CHERRY DRIVE N/O FERGUSON DRIVE,11/28/2007 12:00:00 AM,Wed,357
CHERRY DRIVE S/O CHURCH STREET,11/20/2007 12:00:00 AM,Tue,604
CHESEBORO ROAD N/O MOUNT EMMA ROAD,05/05/2010 12:00:00 AM,Wed,1305
COLIMA ROAD S/O LAMBERT ROAD,01/03/2008 12:00:00 AM,Thur,26179
COLIMA ROAD S/O MAR VISTA STREET,09/07/2011 12:00:00 AM,Wed,36295
COLIMA ROAD S/O MAR VISTA STREET,09/06/2011 12:00:00 AM,Tue,35611
COLIMA ROAD S/O MAR VISTA STREET,09/05/2011 12:00:00 AM,Mon,20761
COLIMA ROAD S/O MAR VISTA STREET,09/04/2011 12:00:00 AM,Sun,22752
COLIMA ROAD S/O MAR VISTA STREET,09/03/2011 12:00:00 AM,Sat,26085
COLIMA ROAD S/O MAR VISTA STREET,09/02/2011 12:00:00 AM,Fri,37610
COLIMA ROAD S/O MAR VISTA STREET,09/01/2011 12:00:00 AM,Thur,36757
COLIMA ROAD S/O MULBERRY DRIVE,01/06/2008 12:00:00 AM,Sun,9465
COLIMA ROAD S/O MULBERRY DRIVE,01/05/2008 12:00:00 AM,Sat,11299
COLIMA ROAD S/O MULBERRY DRIVE,01/04/2008 12:00:00 AM,Fri,15619
COLIMA ROAD S/O MULBERRY DRIVE,01/03/2008 12:00:00 AM,Thur,15490
COLIMA ROAD S/O TELEGRAPH ROAD,07/17/2011 12:00:00 AM,Sun,6090
COLIMA ROAD S/O TELEGRAPH ROAD,07/16/2011 12:00:00 AM,Sat,7154
ENID AVENUE S/O NEWBURGH STREET,02/24/2015 12:00:00 AM,Tue,2123
COLIMA ROAD S/O TELEGRAPH ROAD,07/15/2011 12:00:00 AM,Fri,9748
COLIMA ROAD S/O TELEGRAPH ROAD,07/14/2011 12:00:00 AM,Thur,9673
COLIMA ROAD S/O TELEGRAPH ROAD,07/13/2011 12:00:00 AM,Wed,9627
COLIMA ROAD S/O TELEGRAPH ROAD,04/16/2008 12:00:00 AM,Wed,9772
COLIMA ROAD W/O ALBATROSS ROAD,02/08/2010 12:00:00 AM,Mon,42501
COUNTRYWOOD AVENUE S/O PEPPER BROOK WAY,04/04/2008 12:00:00 AM,Fri,4901
COUNTRYWOOD AVENUE S/O PEPPER BROOK WAY,04/03/2008 12:00:00 AM,Thur,4688
COUNTRYWOOD AVENUE S/O PEPPER BROOK WAY,09/16/2007 12:00:00 AM,Sun,3076
COUNTRYWOOD AVENUE S/O PEPPER BROOK WAY,09/15/2007 12:00:00 AM,Sat,4465
COUNTRYWOOD AVENUE S/O PEPPER BROOK WAY,09/14/2007 12:00:00 AM,Fri,5204
COUNTRYWOOD AVENUE S/O PEPPER BROOK WAY,09/13/2007 12:00:00 AM,Thur,4506
COUNTRYWOOD AVENUE S/O PEPPER BROOK WAY,09/12/2007 12:00:00 AM,Wed,4618
COUNTRYWOOD AVENUE S/O PEPPER BROOK WAY,09/11/2007 12:00:00 AM,Tue,4418
COUNTRYWOOD AVENUE S/O PEPPER BROOK WAY,09/10/2007 12:00:00 AM,Mon,4395
COUNTRYWOOD AVENUE S/O WEDGEWORTH DRIVE,04/08/2007 12:00:00 AM,Sun,2650
COUNTRYWOOD AVENUE S/O WEDGEWORTH DRIVE,04/07/2007 12:00:00 AM,Sat,3437
COUNTRYWOOD AVENUE S/O WEDGEWORTH DRIVE,04/06/2007 12:00:00 AM,Fri,4495
COUNTRYWOOD AVENUE S/O WEDGEWORTH DRIVE,04/05/2007 12:00:00 AM,Thur,4466
COVINA BOULEVARD E/O HEATHDALE AVENUE,09/02/2014 12:00:00 AM,Tue,7173
COVINA BOULEVARD W/O ARMEL DRIVE,09/02/2014 12:00:00 AM,Tue,7535
COVINA BOULEVARD W/O BONNIE COVE AVENUE,10/31/2007 12:00:00 AM,Wed,9993
COVINA BOULEVARD W/O SUNFLOWER AVENUE,10/31/2007 12:00:00 AM,Wed,7768
COVINA BOULEVARD W/O VALLEY CENTER AVENUE,10/31/2007 12:00:00 AM,Wed,6767
COVINA HILLS ROAD E/O RANCHO DEL MONICO ROAD,08/07/2007 12:00:00 AM,Tue,3151
COVINA HILLS ROAD E/O RANCHO DEL MONICO ROAD,08/06/2007 12:00:00 AM,Mon,3095
COVINA HILLS ROAD E/O RANCHO DEL MONICO ROAD,08/05/2007 12:00:00 AM,Sun,2265
COVINA HILLS ROAD E/O RANCHO DEL MONICO ROAD,08/04/2007 12:00:00 AM,Sat,2559
COVINA HILLS ROAD E/O RANCHO DEL MONICO ROAD,08/03/2007 12:00:00 AM,Fri,3420
CALMADA AVENUE N/O BARKERVILLE AVENUE,02/06/2013 12:00:00 AM,Wed,3992
CALMADA AVENUE N/O LANNING DRIVE,02/06/2013 12:00:00 AM,Wed,4575
CALMADA AVENUE N/O MULBERRY DRIVE,02/06/2013 12:00:00 AM,Wed,4376
CALMADA AVENUE S/O MARYKNOLL AVENUE,12/02/2008 12:00:00 AM,Tue,1344
CALMADA AVENUE S/O MULBERRY DRIVE,12/02/2008 12:00:00 AM,Tue,1594
CALMADA AVENUE S/O MULBERRY DRIVE,07/14/2008 12:00:00 AM,Mon,1372
CALMADA AVENUE S/O MYSTIC STREET,08/20/2014 12:00:00 AM,Wed,1689
CALMADA AVENUE S/O MYSTIC STREET,08/19/2014 12:00:00 AM,Tue,1678
CALMADA AVENUE S/O MYSTIC STREET,12/02/2008 12:00:00 AM,Tue,1879
CALVERTON DRIVE W/O STANTON AVENUE,09/23/2009 12:00:00 AM,Wed,2134
CALVERTON DRIVE W/O STANTON AVENUE,09/22/2009 12:00:00 AM,Tue,2166
CALVERTON DRIVE W/O STANTON AVENUE,09/21/2009 12:00:00 AM,Mon,2102
CALVERTON DRIVE W/O STANTON AVENUE,09/20/2009 12:00:00 AM,Sun,1566
CALVERTON DRIVE W/O STANTON AVENUE,09/19/2009 12:00:00 AM,Sat,1704
CALVERTON DRIVE W/O STANTON AVENUE,09/18/2009 12:00:00 AM,Fri,2247
CALVERTON DRIVE W/O STANTON AVENUE,09/17/2009 12:00:00 AM,Thur,2249
CALVERTON DRIVE W/O STANTON AVENUE,03/22/2009 12:00:00 AM,Sun,1427
CALVERTON DRIVE W/O STANTON AVENUE,03/21/2009 12:00:00 AM,Sat,1819
CALVERTON DRIVE W/O STANTON AVENUE,03/20/2009 12:00:00 AM,Fri,2221
CALVERTON DRIVE W/O STANTON AVENUE,03/19/2009 12:00:00 AM,Thur,2330
CALVERTON DRIVE W/O STANTON AVENUE,03/18/2009 12:00:00 AM,Wed,2271
CALVERTON DRIVE W/O STANTON AVENUE,10/09/2007 12:00:00 AM,Tue,2752
CALVERTON DRIVE W/O STANTON AVENUE,10/08/2007 12:00:00 AM,Mon,2569
ORKNEY STREET E/O RUE DE VALLEE,02/24/2015 12:00:00 AM,Tue,2360
CALVERTON DRIVE W/O STANTON AVENUE,10/07/2007 12:00:00 AM,Sun,1842
CALVERTON DRIVE W/O STANTON AVENUE,10/06/2007 12:00:00 AM,Sat,2143
CHESEBORO ROAD N/O MOUNT EMMA ROAD,05/04/2010 12:00:00 AM,Tue,1333
CHESEBORO ROAD N/O MOUNT EMMA ROAD,05/03/2010 12:00:00 AM,Mon,1356
CHESEBORO ROAD S/O MOUNT EMMA ROAD,05/05/2010 12:00:00 AM,Wed,368
CHESEBORO ROAD S/O MOUNT EMMA ROAD,05/04/2010 12:00:00 AM,Tue,381
CHESEBORO ROAD S/O MOUNT EMMA ROAD,05/03/2010 12:00:00 AM,Mon,379
CHICO AVENUE S/O GARVEY AVENUE,03/15/2010 12:00:00 AM,Mon,5393
CHIQUITO CANYON ROAD N/O LINCOLN AVENUE,08/14/2013 12:00:00 AM,Wed,1341
CHIQUITO CANYON ROAD S/O SAN MARTINEZ ROAD,07/26/2010 12:00:00 AM,Mon,1456
CHIQUITO CANYON ROAD S/O SAN MARTINEZ ROAD,02/14/2007 12:00:00 AM,Wed,1370
CHISOM LANE S/O HUSTON STREET,03/19/2008 12:00:00 AM,Wed,327
CHISOM LANE S/O HUSTON STREET,03/18/2008 12:00:00 AM,Tue,322
CHISOM LANE S/O HUSTON STREET,03/17/2008 12:00:00 AM,Mon,329
CHISOM LANE S/O STEVENSON RANCH PARKWAY,03/18/2008 12:00:00 AM,Tue,195
CHISOM LANE S/O STEVENSON RANCH PARKWAY,03/17/2008 12:00:00 AM,Mon,181
CHOISSER STREET E/O NORWALK BOULEVARD,02/27/2011 12:00:00 AM,Sun,745
CHOISSER STREET E/O NORWALK BOULEVARD,02/26/2011 12:00:00 AM,Sat,914
CHOISSER STREET E/O NORWALK BOULEVARD,02/25/2011 12:00:00 AM,Fri,778
CHOISSER STREET E/O NORWALK BOULEVARD,02/24/2011 12:00:00 AM,Thur,772
CHOISSER STREET E/O NORWALK BOULEVARD,02/23/2011 12:00:00 AM,Wed,703
CHRISCO AVENUE E/O CENTER STREET,01/25/2012 12:00:00 AM,Wed,69
CHRISCO AVENUE W/O CENTER STREET,01/25/2012 12:00:00 AM,Wed,38
CIENEGA AVENUE E/O BONNIE COVE AVENUE,10/31/2007 12:00:00 AM,Wed,7242
CIENEGA AVENUE E/O GRAND AVENUE,02/22/2010 12:00:00 AM,Mon,5809
CIENEGA AVENUE E/O GRAND AVENUE,10/31/2007 12:00:00 AM,Wed,6917
CIENEGA AVENUE W/O VALLEY CENTER AVENUE,02/22/2010 12:00:00 AM,Mon,6859
COLIMA ROAD W/O DESIRE AVENUE,02/08/2010 12:00:00 AM,Mon,37626
COLIMA ROAD W/O MANOR GATE ROAD,03/29/2010 12:00:00 AM,Mon,36183
COLIMA ROAD W/O NAUSIKA AVENUE,06/17/2008 12:00:00 AM,Tue,28645
COLIMA ROAD W/O NAUSIKA AVENUE,06/16/2008 12:00:00 AM,Mon,28884
COLIMA ROAD W/O NAUSIKA AVENUE,06/15/2008 12:00:00 AM,Sun,23427
COLIMA ROAD W/O NAUSIKA AVENUE,06/14/2008 12:00:00 AM,Sat,28575
COLIMA ROAD W/O NAUSIKA AVENUE,06/13/2008 12:00:00 AM,Fri,29863
MOUNT BALDY ROAD N/O SHINN ROAD,02/25/2015 12:00:00 AM,Wed,2665
COLIMA ROAD W/O NAUSIKA AVENUE,06/12/2008 12:00:00 AM,Thur,28683
COLIMA ROAD W/O NAUSIKA AVENUE,06/11/2008 12:00:00 AM,Wed,28158
COLIMA ROAD W/O NOGALES STREET,02/08/2010 12:00:00 AM,Mon,35055
COLIMA ROAD W/O PUNTA DEL ESTE DRIVE,03/29/2010 12:00:00 AM,Mon,26101
COLIMA ROAD W/O STONER CREEK ROAD,02/08/2010 12:00:00 AM,Mon,34624
COLORADO BOULEVARD E/O ROSEMEAD BOULEVARD,04/05/2009 12:00:00 AM,Sun,12788
COLORADO BOULEVARD E/O ROSEMEAD BOULEVARD,04/04/2009 12:00:00 AM,Sat,17662
COLORADO BOULEVARD E/O ROSEMEAD BOULEVARD,04/03/2009 12:00:00 AM,Fri,20361
COLORADO BOULEVARD E/O ROSEMEAD BOULEVARD,04/02/2009 12:00:00 AM,Thur,17485
COLORADO BOULEVARD W/O MICHILLINDA AVENUE,04/07/2009 12:00:00 AM,Tue,21496
COLUMBIA WAY E/O 60TH STREET W,11/16/2014 12:00:00 AM,Sun,3795
COLUMBIA WAY E/O 60TH STREET W,11/15/2014 12:00:00 AM,Sat,4549
COLUMBIA WAY E/O 60TH STREET W,11/14/2014 12:00:00 AM,Fri,5762
COLUMBIA WAY E/O 60TH STREET W,11/13/2014 12:00:00 AM,Thur,5528
COVINA HILLS ROAD E/O RANCHO DEL MONICO ROAD,08/02/2007 12:00:00 AM,Thur,3133
COVINA HILLS ROAD E/O RANCHO DEL MONICO ROAD,08/01/2007 12:00:00 AM,Wed,3134
COVINA HILLS ROAD E/O RANCHO DEL MONICO ROAD,07/31/2007 12:00:00 AM,Tue,2988
COVINA HILLS ROAD E/O RANCHO EL ENCINO DRIVE,06/26/2007 12:00:00 AM,Tue,2808
COVINA HILLS ROAD E/O RANCHO EL ENCINO DRIVE,06/25/2007 12:00:00 AM,Mon,2623
COVINA HILLS ROAD E/O RANCHO EL ENCINO DRIVE,06/24/2007 12:00:00 AM,Sun,1605
COVINA HILLS ROAD E/O RANCHO EL ENCINO DRIVE,06/23/2007 12:00:00 AM,Sat,2019
COVINA HILLS ROAD E/O RANCHO EL ENCINO DRIVE,06/22/2007 12:00:00 AM,Fri,2737
COVINA HILLS ROAD E/O RANCHO EL ENCINO DRIVE,06/21/2007 12:00:00 AM,Thur,2968
COVINA HILLS ROAD E/O RANCHO EL ENCINO DRIVE,06/20/2007 12:00:00 AM,Wed,2784
COVINA HILLS ROAD E/O RANCHO EL FUERTE DRIVE,06/26/2007 12:00:00 AM,Tue,3064
COVINA HILLS ROAD E/O RANCHO EL FUERTE DRIVE,06/25/2007 12:00:00 AM,Mon,2981
COVINA HILLS ROAD E/O RANCHO EL FUERTE DRIVE,06/24/2007 12:00:00 AM,Sun,2078
COVINA HILLS ROAD E/O RANCHO EL FUERTE DRIVE,06/23/2007 12:00:00 AM,Sat,2565
COVINA HILLS ROAD E/O RANCHO EL FUERTE DRIVE,06/22/2007 12:00:00 AM,Fri,3291
COVINA HILLS ROAD E/O RANCHO EL FUERTE DRIVE,06/21/2007 12:00:00 AM,Thur,3391
COVINA HILLS ROAD E/O RANCHO EL FUERTE DRIVE,06/20/2007 12:00:00 AM,Wed,3180
COVINA HILLS ROAD E/O SAN JOAQUIN ROAD,06/26/2007 12:00:00 AM,Tue,3538
COVINA HILLS ROAD E/O SAN JOAQUIN ROAD,06/25/2007 12:00:00 AM,Mon,3377
SAND CANYON ROAD S/O MM 6.57,02/26/2015 12:00:00 AM,Thu,339
MILNA AVENUE N/O BENAVON STREET,02/26/2015 12:00:00 AM,Thu,352
COVINA HILLS ROAD E/O SAN JOAQUIN ROAD,06/24/2007 12:00:00 AM,Sun,2469
COVINA HILLS ROAD E/O SAN JOAQUIN ROAD,06/23/2007 12:00:00 AM,Sat,3074
COVINA HILLS ROAD E/O SAN JOAQUIN ROAD,06/22/2007 12:00:00 AM,Fri,3760
COVINA HILLS ROAD E/O SAN JOAQUIN ROAD,06/21/2007 12:00:00 AM,Thur,3841
CALVERTON DRIVE W/O STANTON AVENUE,10/05/2007 12:00:00 AM,Fri,2846
CALVERTON DRIVE W/O STANTON AVENUE,10/04/2007 12:00:00 AM,Thur,2891
CALVERTON DRIVE W/O STANTON AVENUE,10/03/2007 12:00:00 AM,Wed,2921
CALVERTON DRIVE W/O STANTON AVENUE,07/23/2007 12:00:00 AM,Mon,2491
CALVERTON DRIVE W/O STANTON AVENUE,07/22/2007 12:00:00 AM,Sun,1637
CALVERTON DRIVE W/O STANTON AVENUE,07/21/2007 12:00:00 AM,Sat,1780
CALVERTON DRIVE W/O STANTON AVENUE,07/20/2007 12:00:00 AM,Fri,2378
CALVERTON DRIVE W/O STANTON AVENUE,07/19/2007 12:00:00 AM,Thur,2388
CALVERTON DRIVE W/O STANTON AVENUE,07/18/2007 12:00:00 AM,Wed,2293
CALVERTON DRIVE W/O STANTON AVENUE,07/17/2007 12:00:00 AM,Tue,2221
CAMBRAY DRIVE E/O DELA STREET,09/22/2010 12:00:00 AM,Wed,255
CAMBRAY DRIVE E/O DELA STREET,09/21/2010 12:00:00 AM,Tue,251
CAMBRAY DRIVE E/O WORKMAN MILL ROAD,09/22/2010 12:00:00 AM,Wed,509
SAND CANYON ROAD S/O MM 6.23,02/26/2015 12:00:00 AM,Thu,354
CAMBRAY DRIVE E/O WORKMAN MILL ROAD,09/21/2010 12:00:00 AM,Tue,510
CAMBRAY DRIVE W/O ENNA STREET,10/01/2007 12:00:00 AM,Mon,164
CAMBRIDGE AVENUE N/O BANCROFT PLACE,08/21/2013 12:00:00 AM,Wed,1297
CAMBRIDGE AVENUE N/O BANCROFT PLACE,09/19/2012 12:00:00 AM,Wed,1189
CAMBRIDGE AVENUE N/O BEACON STREET,06/12/2007 12:00:00 AM,Tue,3056
CAMBRIDGE AVENUE N/O BEACON STREET,06/11/2007 12:00:00 AM,Mon,3006
CAMBRIDGE AVENUE N/O BRIDELWOOD DRIVE,12/09/2014 12:00:00 AM,Tue,910
CAMBRIDGE AVENUE N/O BRIDELWOOD DRIVE,12/08/2014 12:00:00 AM,Mon,972
CAMBRIDGE AVENUE N/O HAYWARD DRIVE,09/19/2012 12:00:00 AM,Wed,416
CAMBRIDGE AVENUE S/O ALTON WAY,09/19/2012 12:00:00 AM,Wed,4417
CAMBRIDGE AVENUE S/O GIBRALTAR LANE,02/12/2014 12:00:00 AM,Wed,2072
CAMBRIDGE AVENUE S/O GIBRALTAR LANE,02/11/2014 12:00:00 AM,Tue,1984
CIENEGA AVENUE W/O VALLEY CENTER AVENUE,10/31/2007 12:00:00 AM,Wed,9048
CITRUS AVENUE N/O COVINA BOULEVARD,10/24/2007 12:00:00 AM,Wed,24550
CITRUS AVENUE S/O 59TH PLACE,12/16/2007 12:00:00 AM,Sun,206
CITRUS AVENUE S/O 59TH PLACE,12/15/2007 12:00:00 AM,Sat,253
CITRUS AVENUE S/O 59TH PLACE,12/14/2007 12:00:00 AM,Fri,280
BENAVON STREET W/O MILNA AVENUE,02/26/2015 12:00:00 AM,Thu,1105
CITRUS AVENUE S/O 59TH STREET,11/20/2011 12:00:00 AM,Sun,116
CITRUS AVENUE S/O 59TH STREET,11/19/2011 12:00:00 AM,Sat,197
CITRUS AVENUE S/O 59TH STREET,11/18/2011 12:00:00 AM,Fri,183
CITRUS AVENUE S/O 59TH STREET,11/17/2011 12:00:00 AM,Thur,181
CITRUS AVENUE S/O 59TH STREET,12/16/2007 12:00:00 AM,Sun,124
CITRUS AVENUE S/O 59TH STREET,12/15/2007 12:00:00 AM,Sat,182
CITRUS AVENUE S/O 59TH STREET,12/14/2007 12:00:00 AM,Fri,171
CITRUS AVENUE S/O 60TH STREET,12/16/2007 12:00:00 AM,Sun,320
CITRUS AVENUE S/O 60TH STREET,12/15/2007 12:00:00 AM,Sat,289
CITRUS AVENUE S/O 60TH STREET,12/14/2007 12:00:00 AM,Fri,308
CITRUS AVENUE S/O 61ST STREET,11/20/2011 12:00:00 AM,Sun,205
CITRUS AVENUE S/O 61ST STREET,11/19/2011 12:00:00 AM,Sat,140
CITRUS AVENUE S/O 61ST STREET,11/18/2011 12:00:00 AM,Fri,358
CITRUS AVENUE S/O 61ST STREET,11/17/2011 12:00:00 AM,Thur,362
CITRUS AVENUE S/O CYPRESS STREET,10/24/2007 12:00:00 AM,Wed,20183
CITRUS STREET E/O AVOCADO CREST ROAD,01/03/2011 12:00:00 AM,Mon,2394
CITRUS STREET E/O AVOCADO CREST ROAD,01/02/2011 12:00:00 AM,Sun,1607
VISTA DEL RIO DRIVE N/O SOLANA COURT,02/26/2015 12:00:00 AM,Thu,1537
COMMERCE POINTE DRIVE W/O BREA CANYON ROAD,05/19/2010 12:00:00 AM,Wed,905
COMMERCE WAY N/O HARBOR STREET,03/15/2011 12:00:00 AM,Tue,1391
COMMERCE WAY N/O JILLSON STREET,06/21/2010 12:00:00 AM,Mon,2574
COMMERCE WAY N/O JILLSON STREET,11/09/2008 12:00:00 AM,Sun,938
COMMERCE WAY N/O JILLSON STREET,11/08/2008 12:00:00 AM,Sat,1341
COMMERCE WAY N/O JILLSON STREET,11/07/2008 12:00:00 AM,Fri,2388
COMMERCE WAY N/O JILLSON STREET,11/06/2008 12:00:00 AM,Thur,2627
COMMERCE WAY N/O WASHINGTON BOULEVARD,05/18/2011 12:00:00 AM,Wed,2348
COMMERCE WAY S/O JILLSON STREET,03/15/2011 12:00:00 AM,Tue,2574
COMMERCE WAY S/O SHEILA STREET,03/20/2011 12:00:00 AM,Sun,950
COMMERCE WAY S/O SHEILA STREET,03/19/2011 12:00:00 AM,Sat,1530
COMMERCE WAY S/O SHEILA STREET,03/18/2011 12:00:00 AM,Fri,4974
COMMERCE WAY S/O SHEILA STREET,03/17/2011 12:00:00 AM,Thur,5031
COMMERCE WAY S/O SHEILA STREET,03/16/2011 12:00:00 AM,Wed,4986
COMMERCE WAY S/O SHEILA STREET,06/21/2010 12:00:00 AM,Mon,3974
COMMERCE WAY S/O SHEILA STREET,10/28/2008 12:00:00 AM,Tue,6497
COMMUNITY AVENUE E/O CLOUD AVENUE,05/14/2012 12:00:00 AM,Mon,1244
MOUNT BALDY ROAD N/O SHINN ROAD,02/26/2015 12:00:00 AM,Thu,2168
COMMUNITY AVENUE E/O CLOUD AVENUE,05/13/2012 12:00:00 AM,Sun,693
COVINA HILLS ROAD E/O SAN JOAQUIN ROAD,06/20/2007 12:00:00 AM,Wed,3632
COVINA HILLS ROAD W/O CALLE FRANCESCA,06/26/2007 12:00:00 AM,Tue,2744
COVINA HILLS ROAD W/O CALLE FRANCESCA,06/25/2007 12:00:00 AM,Mon,2552
COVINA HILLS ROAD W/O CALLE FRANCESCA,06/24/2007 12:00:00 AM,Sun,1604
COVINA HILLS ROAD W/O CALLE FRANCESCA,06/23/2007 12:00:00 AM,Sat,2082
COVINA HILLS ROAD W/O CALLE FRANCESCA,06/22/2007 12:00:00 AM,Fri,2704
COVINA HILLS ROAD W/O CALLE FRANCESCA,06/21/2007 12:00:00 AM,Thur,2956
COVINA HILLS ROAD W/O CALLE FRANCESCA,06/20/2007 12:00:00 AM,Wed,2774
COVINA HILLS ROAD W/O RANCHO DEL MONICO ROAD,08/07/2007 12:00:00 AM,Tue,2408
COVINA HILLS ROAD W/O RANCHO DEL MONICO ROAD,08/06/2007 12:00:00 AM,Mon,2382
COVINA HILLS ROAD W/O RANCHO DEL MONICO ROAD,08/05/2007 12:00:00 AM,Sun,1737
COVINA HILLS ROAD W/O RANCHO DEL MONICO ROAD,08/04/2007 12:00:00 AM,Sat,1993
COVINA HILLS ROAD W/O RANCHO DEL MONICO ROAD,08/03/2007 12:00:00 AM,Fri,2732
COVINA HILLS ROAD W/O RANCHO DEL MONICO ROAD,08/02/2007 12:00:00 AM,Thur,2489
COVINA HILLS ROAD W/O RANCHO DEL MONICO ROAD,08/01/2007 12:00:00 AM,Wed,2424
COVINA HILLS ROAD W/O RANCHO DEL MONICO ROAD,07/31/2007 12:00:00 AM,Tue,2412
COVINA HILLS ROAD W/O RANCHO LA CARLOTA ROAD,06/26/2007 12:00:00 AM,Tue,3055
COVINA HILLS ROAD W/O RANCHO LA CARLOTA ROAD,06/25/2007 12:00:00 AM,Mon,2961
COVINA HILLS ROAD W/O RANCHO LA CARLOTA ROAD,06/24/2007 12:00:00 AM,Sun,2045
COVINA HILLS ROAD W/O RANCHO LA CARLOTA ROAD,06/23/2007 12:00:00 AM,Sat,2575
COVINA HILLS ROAD W/O RANCHO LA CARLOTA ROAD,06/22/2007 12:00:00 AM,Fri,3273
COVINA HILLS ROAD W/O RANCHO LA CARLOTA ROAD,06/21/2007 12:00:00 AM,Thur,3367
COVINA HILLS ROAD W/O RANCHO LA CARLOTA ROAD,06/20/2007 12:00:00 AM,Wed,3152
CAMBRIDGE AVENUE S/O GIBRALTAR LANE,09/19/2012 12:00:00 AM,Wed,2001
CAMBRIDGE AVENUE W/O KESSLER COURT,12/09/2014 12:00:00 AM,Tue,405
CAMBRIDGE AVENUE W/O KESSLER COURT,12/08/2014 12:00:00 AM,Mon,385
CAMELLIA AVENUE N/O LAS TUNAS DRIVE,04/15/2008 12:00:00 AM,Tue,3289
CAMELLIA AVENUE N/O LAS TUNAS DRIVE,04/14/2008 12:00:00 AM,Mon,2960
CAMELLIA AVENUE S/O LAS TUNAS DRIVE,04/15/2008 12:00:00 AM,Tue,738
CAMELLIA AVENUE S/O LAS TUNAS DRIVE,04/14/2008 12:00:00 AM,Mon,749
CAMERON AVENUE E/O GRAND AVENUE (3),01/10/2011 12:00:00 AM,Mon,401
CAMERON AVENUE W/O GRAND AVENUE,02/22/2010 12:00:00 AM,Mon,8600
CAMERON AVENUE W/O GRAND AVENUE,01/06/2008 12:00:00 AM,Sun,3533
CAMERON AVENUE W/O GRAND AVENUE,01/05/2008 12:00:00 AM,Sat,3967
CAMERON AVENUE W/O GRAND AVENUE,01/04/2008 12:00:00 AM,Fri,6139
CAMERON AVENUE W/O GRAND AVENUE,01/03/2008 12:00:00 AM,Thur,5919
CITRUS STREET E/O AVOCADO CREST ROAD,01/01/2011 12:00:00 AM,Sat,1583
CITRUS STREET E/O AVOCADO CREST ROAD,12/31/2010 12:00:00 AM,Fri,2367
CITRUS STREET E/O AVOCADO CREST ROAD,12/30/2010 12:00:00 AM,Thur,2755
CITRUS STREET E/O AVOCADO CREST ROAD,12/29/2010 12:00:00 AM,Wed,2882
CITRUS STREET E/O AVOCADO CREST ROAD,12/28/2010 12:00:00 AM,Tue,2566
CITRUS STREET E/O AVOCADO CREST ROAD,08/24/2010 12:00:00 AM,Tue,2685
CITRUS STREET S/O ENTRADA DRIVE,01/03/2011 12:00:00 AM,Mon,2359
CITRUS STREET S/O ENTRADA DRIVE,01/02/2011 12:00:00 AM,Sun,1478
CITRUS STREET S/O ENTRADA DRIVE,01/01/2011 12:00:00 AM,Sat,1421
CITRUS STREET S/O ENTRADA DRIVE,12/31/2010 12:00:00 AM,Fri,2146
CITRUS STREET S/O ENTRADA DRIVE,12/30/2010 12:00:00 AM,Thur,2447
CITRUS STREET S/O ENTRADA DRIVE,12/29/2010 12:00:00 AM,Wed,2646
CITRUS STREET S/O ENTRADA DRIVE,12/28/2010 12:00:00 AM,Tue,2271
CITY TERRACE DRIVE E/O CARMELITA AVENUE,04/22/2008 12:00:00 AM,Tue,13624
MILNA AVENUE N/O BENAVON STREET,02/27/2015 12:00:00 AM,Fri,297
CITY TERRACE DRIVE E/O CARMELITA AVENUE,04/21/2008 12:00:00 AM,Mon,12722
CITY TERRACE DRIVE E/O HELEN DRIVE,09/12/2012 12:00:00 AM,Wed,1288
CITY TERRACE DRIVE E/O HELEN DRIVE,04/09/2008 12:00:00 AM,Wed,1228
CITY TERRACE DRIVE N/O POMEROY STREET,04/21/2008 12:00:00 AM,Mon,9316
CITY TERRACE DRIVE N/O RAMBOZ DRIVE,04/22/2008 12:00:00 AM,Tue,10064
CITY TERRACE DRIVE N/O RAMBOZ DRIVE,04/21/2008 12:00:00 AM,Mon,9517
CITY TERRACE DRIVE S/O MEISNER STREET,03/19/2008 12:00:00 AM,Wed,5843
CITY TERRACE DRIVE W/O CARMELITA AVENUE,03/14/2011 12:00:00 AM,Mon,13002
COMMUNITY AVENUE E/O CLOUD AVENUE,05/12/2012 12:00:00 AM,Sat,808
COMMUNITY AVENUE E/O CLOUD AVENUE,05/11/2012 12:00:00 AM,Fri,1365
COMMUNITY AVENUE E/O CLOUD AVENUE,05/10/2012 12:00:00 AM,Thur,1332
COMMUNITY AVENUE E/O CLOUD AVENUE,02/01/2012 12:00:00 AM,Wed,1298
